,dr7objid,ra,dec,p_el,p_cs,t_el,t_cs,t_dk
4260,587722984424996932,181.2623,0.9590833,0.825999975204468,0.129999995231628,1,0,0
4261,587722984425062456,181.3787,0.8651389,0.758000016212463,0.120999999344349,1,0,0
4262,587722984425062460,181.386,0.9771667,0.879999995231628,0.119999997317791,1,0,0
4263,587722984425128055,181.5738,0.9306667,0.776000022888184,0.103000000119209,1,0,0
4264,587722984425128061,181.59,0.9481111,0.912000000476837,0.0520000010728836,1,0,0
4265,587722984425128327,181.6308,0.9502778,0.75900000333786,0.0689999982714653,1,0,0
4266,587722984425193574,181.7064,0.8913611,0.975000023841858,0.0140000004321337,1,0,0
4267,587722984425193580,181.7095,0.9269167,0.879999995231628,0.0399999991059303,1,0,0
4268,587722984425193593,181.7187,0.973,0.883000016212463,0.0520000010728836,1,0,0
4269,587722984425193614,181.7737,0.9123889,0.843999981880188,0.061999998986721,1,0,0
4270,587722984425193627,181.8166,1.0065,0.833000004291534,0.0670000016689301,1,0,0
4271,587722984425324610,181.9795,0.9336666,0.90200001001358,0.0489999987185001,1,0,0
4272,587722984425390192,182.2261,0.9748333,0.828000009059906,0.034000001847744,1,0,0
4273,587722984425455768,182.3879,0.9686944,0.791000008583069,0.0599999986588955,1,0,0
4274,587722984425456078,182.41,0.8851944,0.906000018119812,0.0309999994933605,1,0,0
4275,587722984425521292,182.4745,0.9285,0.145999997854233,0.833000004291534,0,1,0
4276,587722984425521361,182.4812,0.8608611,0.818000018596649,0.090999998152256,1,0,0
4277,587722984425521399,182.5274,1.028472,0.794000029563904,0.0590000003576279,1,0,0
4278,587722984425586832,182.6728,0.8873611,0.0430000014603138,0.957000017166138,0,1,0
4279,587722984425586857,182.634,1.040139,0.843999981880188,0.0,1,0,0
4280,587722984425652305,182.7669,0.9723333,0.962000012397766,0.0,1,0,0
4281,587722984425717844,182.9446,0.9895555,0.145999997854233,0.853999972343445,0,1,0
4282,587722984425717875,183.006,0.9069167,0.984000027179718,0.0160000007599592,1,0,0
4283,587722984425783392,183.0683,0.9313611,0.84799998998642,0.0759999975562096,1,0,0
4284,587722984425783403,183.0822,0.9677778,0.796999990940094,0.0469999983906746,1,0,0
4285,587722984425849021,183.267,0.8795,0.825999975204468,0.0,1,0,0
4286,587722984425914504,183.4149,0.9776945,0.768999993801117,0.19200000166893,1,0,0
4287,587722984425980051,183.602,0.989,0.841000020503998,0.063000001013279,1,0,0
4288,587722984426045566,183.618,0.9831667,0.855000019073486,0.0240000002086163,1,0,0
4289,587722984426373184,184.4895,0.9098333,0.828000009059906,0.034000001847744,1,0,0
4290,587722984426373247,184.4798,0.9080555,0.86599999666214,0.0419999994337559,1,0,0
4291,587722984426373262,184.4984,0.9887778,0.808000028133392,0.115000002086163,1,0,0
4292,587722984426438791,184.6091,1.042139,0.83899998664856,0.0649999976158142,1,0,0
4293,587722984426438794,184.6158,1.043722,0.802999973297119,0.0659999996423721,1,0,0
4294,587722984426438804,184.6504,0.89375,0.875,0.061999998986721,1,0,0
4295,587722984426569830,184.847,0.8610833,0.902999997138977,0.0480000004172325,1,0,0
4296,587722984426569834,184.8525,1.025694,0.866999983787537,0.0670000016689301,1,0,0
4297,587722984426635346,185.012,0.8824167,0.819999992847443,0.127000004053116,1,0,0
4298,587722984426635348,185.0141,0.8611944,0.800000011920929,0.0890000015497208,1,0,0
4299,587722984426635360,185.0225,0.9596111,0.791999995708466,0.0829999968409538,1,0,0
4300,587722984426635380,185.0689,0.9947222,0.773999989032745,0.225999996066093,1,0,0
4301,587722984426635392,185.0744,0.9496389,0.800000011920929,0.0799999982118607,1,0,0
4302,587722984426766495,185.3807,0.9289167,0.781000018119812,0.0309999994933605,1,0,0
4303,587722984426766514,185.4045,0.9868889,0.828000009059906,0.137999996542931,1,0,0
4304,587722984426831892,185.5056,1.032028,0.912999987602234,0.0,1,0,0
4305,587722984426831986,185.4978,0.9708889,0.871999979019165,0.0640000030398369,1,0,0
4306,587722984426831991,185.5325,1.039167,0.814999997615814,0.111000001430511,1,0,0
4307,587722984426897425,185.6171,0.881,0.898999989032745,0.0480000004172325,1,0,0
4308,587722984426897536,185.639,1.020333,0.0489999987185001,0.945999979972839,0,1,0
4309,587722984426897552,185.6606,0.9415278,0.828999996185303,0.0240000002086163,1,0,0
4310,587722984426897556,185.667,0.9381389,0.855000019073486,0.100000001490116,1,0,0
4311,587722984426897557,185.6757,0.9402778,0.931999981403351,0.0179999992251396,1,0,0
4312,587722984427094082,186.0255,0.8632222,0.875,0.0309999994933605,1,0,0
4313,587722984427094105,186.0506,0.9523611,0.939000010490417,0.0,1,0,0
4314,587722984427225181,186.3481,0.9958333,0.931999981403351,0.0399999991059303,1,0,0
4315,587722984427356167,186.6315,0.9861389,0.791999995708466,0.125,1,0,0
4316,587722984427421840,186.8359,0.9558055,0.916999995708466,0.0599999986588955,1,0,0
4317,587722984427487361,187.0347,0.85225,0.833000004291534,0.100000001490116,1,0,0
4318,587722984427487374,186.9255,1.028611,0.781000018119812,0.156000003218651,1,0,0
4319,587722984427552857,187.06,0.8806111,0.935000002384186,0.0299999993294477,1,0,0
4320,587722984427684064,187.3862,0.8395278,0.0,0.947000026702881,0,1,0
4321,587722984427749610,187.5975,0.8560833,0.153999999165535,0.0,0,0,1
4322,587722984427880569,187.9218,0.95925,0.933000028133392,0.0299999993294477,1,0,0
4323,587722984427946124,188.0221,1.005444,0.777999997138977,0.185000002384186,1,0,0
4324,587722984428011625,188.1555,0.8537778,0.14300000667572,0.85699999332428,0,1,0
4325,587722984428208258,188.569,1.038083,0.820999979972839,0.103000000119209,1,0,0
4326,587722984428273781,188.7154,0.8663055,0.855000019073486,0.0480000004172325,1,0,0
4327,587722984428273837,188.8301,0.9185278,0.820999979972839,0.0710000023245811,1,0,0
4328,587722984428339357,188.9628,0.9639722,0.904999971389771,0.0949999988079071,1,0,0
4329,587722984428404876,189.1367,0.8601667,0.866999983787537,0.0670000016689301,1,0,0
4330,587722984428404908,189.0239,0.9979722,0.899999976158142,0.0500000007450581,1,0,0
4331,587722984428470466,189.2565,0.9171389,0.952000021934509,0.0320000015199184,1,0,0
4332,587722984428535933,189.4385,1.023639,0.902999997138977,0.0529999993741512,1,0,0
4333,587722984428601536,189.5495,0.8773889,0.767000019550323,0.100000001490116,1,0,0
4334,587722984428667118,189.6475,1.042611,0.828000009059906,0.0,1,0,0
4335,587722984428732553,189.7676,0.9711667,0.982999980449677,0.017000000923872,1,0,0
4336,587722984428732596,189.8114,0.877,0.804000020027161,0.14300000667572,1,0,0
4337,587722984428732607,189.82,0.857,0.869000017642975,0.0710000023245811,1,0,0
4338,587722984428863630,190.0916,1.045583,0.800000011920929,0.159999996423721,1,0,0
4339,587722984428864073,190.1765,0.9678889,0.781000018119812,0.061999998986721,1,0,0
4340,587722984428929165,190.2235,1.008361,0.912000000476837,0.0879999995231628,1,0,0
4341,587722984429060207,190.5343,0.9155278,0.155000001192093,0.810000002384186,0,1,0
4342,587722984429060253,190.607,0.9468611,0.0419999994337559,0.947000026702881,0,1,0
4343,587722984429191300,190.8388,0.9899445,0.776000022888184,0.203999996185303,1,0,0
4344,587722984429191307,190.8463,0.8878611,0.792999982833862,0.172000005841255,1,0,0
4345,587722984429191325,190.8615,0.8831389,0.827000021934509,0.115000002086163,1,0,0
4346,587722984429256854,191.0855,0.9915556,0.153999999165535,0.846000015735626,0,1,0
4347,587722984429322343,191.1318,0.8559167,0.0309999994933605,0.968999981880188,0,1,0
4348,587722984429387782,191.2603,0.8950555,0.882000029087067,0.0199999995529652,1,0,0
4349,587722984429387841,191.3702,0.9752778,0.902999997138977,0.0970000028610229,1,0,0
4350,587722984429387933,191.3361,0.9537222,0.843999981880188,0.061999998986721,1,0,0
4351,587722984429387955,191.3621,1.002389,0.0,1.0,0,1,0
4352,587722984429387967,191.3816,0.9016944,0.160999998450279,0.83899998664856,0,1,0
4353,587722984429518936,191.6422,0.9256389,0.833000004291534,0.0500000007450581,1,0,0
4354,587722984429584501,191.7512,0.9339722,0.84799998998642,0.090999998152256,1,0,0
4355,587722984429584520,191.7966,0.8604444,0.958999991416931,0.0120000001043081,1,0,0
4356,587722984429650054,191.8658,0.8933333,0.810999989509583,0.112999998033047,1,0,0
4357,587722984429650125,191.8554,0.9726945,0.842999994754791,0.0590000003576279,1,0,0
4358,587722984429912220,192.5034,0.9751389,0.234999999403954,0.764999985694885,0,1,0
4359,587722984429912235,192.5358,0.9161944,0.879999995231628,0.0399999991059303,1,0,0
4360,587722984429912255,192.5677,0.929,0.925999999046326,0.028999999165535,1,0,0
4361,587722984429912320,192.5928,0.92675,0.777999997138977,0.0370000004768372,1,0,0
4362,587722984429977710,192.6538,0.9944167,0.78600001335144,0.0359999984502792,1,0,0
4363,587722984430043249,192.8118,0.9210278,0.888999998569489,0.0740000009536743,1,0,0
4364,587722984430305377,193.3495,1.032972,0.779999971389771,0.0299999993294477,1,0,0
4365,587722984430305425,193.4295,1.021111,0.153999999165535,0.846000015735626,0,1,0
4366,587722984430370947,193.5488,1.034806,0.0379999987781048,0.962000012397766,0,1,0
4367,587722984430436572,193.7832,0.9156111,0.200000002980232,0.800000011920929,0,1,0
4368,587722984430567630,194.0296,0.8559722,0.75900000333786,0.207000002264977,1,0,0
4369,587722984430633097,194.1726,0.89975,0.929000020027161,0.0710000023245811,1,0,0
4370,587722984430698650,194.2768,0.8885,0.0839999988675117,0.875999987125397,0,1,0
4371,587722984430698674,194.3281,0.8512222,0.815999984741211,0.0790000036358833,1,0,0
4372,587722984430829705,194.6565,0.9868333,0.0509999990463257,0.944999992847443,0,1,0
4373,587722984430895220,194.729,0.9288611,0.148000001907349,0.836000025272369,0,1,0
4374,587722984430895267,194.6945,0.95625,0.809000015258789,0.0640000030398369,1,0,0
4375,587722984430895310,194.7155,1.037639,0.864000022411346,0.0,1,0,0
4376,587722984430960868,194.9268,1.028139,0.773999989032745,0.0970000028610229,1,0,0
4377,587722984430960888,194.9489,1.039194,0.842000007629395,0.0260000005364418,1,0,0
4378,587722984430960923,194.8712,1.008972,0.800000011920929,0.0399999991059303,1,0,0
4379,587722984430960938,194.9133,1.036889,0.794000029563904,0.0879999995231628,1,0,0
4380,587722984431091851,195.1848,1.045333,0.75900000333786,0.172000005841255,1,0,0
4381,587722984431091871,195.2026,1.018417,0.837999999523163,0.108000002801418,1,0,0
4382,587722984431091887,195.2325,1.042,0.935000002384186,0.0430000014603138,1,0,0
4383,587722984431091912,195.2637,0.9715833,0.776000022888184,0.103000000119209,1,0,0
4384,587722984431091958,195.2757,0.9986944,0.828999996185303,0.0570000000298023,1,0,0
4385,587722984431157384,195.3876,0.8633056,0.133000001311302,0.866999983787537,0,1,0
4386,587722984431157417,195.43,0.8596389,0.0,0.843999981880188,0,1,0
4387,587722984431222968,195.4752,1.03725,0.781000018119812,0.125,1,0,0
4388,587722984431288536,195.6816,0.9498889,0.783999979496002,0.0,1,0,0
4389,587722984431419525,195.9501,0.8926945,0.0,1.0,0,1,0
4390,587722984431485040,196.0746,0.86625,0.966000020503998,0.034000001847744,1,0,0
4391,587722984431485123,196.1882,1.029472,0.851999998092651,0.148000001907349,1,0,0
4392,587722984431878326,197.0128,0.9599167,0.0599999986588955,0.939999997615814,0,1,0
4393,587722984431943757,197.2086,1.002222,0.824000000953674,0.0979999974370003,1,0,0
4394,587722984431943792,197.113,1.036806,0.166999995708466,0.0560000017285347,0,0,1
4395,587722984431943826,197.1707,1.026472,0.913999974727631,0.028999999165535,1,0,0
4396,587722984432009290,197.3829,0.8570278,0.148000001907349,0.777999997138977,0,1,0
4397,587722984432009339,197.2416,0.9075556,0.884999990463257,0.0379999987781048,1,0,0
4398,587722984432009381,197.3147,0.9446389,0.153999999165535,0.0379999987781048,0,0,1
4399,587722984432009400,197.3322,0.8836945,0.808000028133392,0.19200000166893,1,0,0
4400,587722984432074824,197.4314,0.9824722,0.846000015735626,0.0,1,0,0
4401,587722984432074973,197.4469,0.9596667,0.764999985694885,0.146999999880791,1,0,0
4402,587722984432074983,197.457,0.9370278,0.874000012874603,0.0670000016689301,1,0,0
4403,587722984432140455,197.679,0.8921111,0.933000028133392,0.0,1,0,0
4404,587722984432337063,198.0565,0.8871111,0.150000005960464,0.837000012397766,0,1,0
4405,587722984432337121,198.1093,0.9843889,0.870000004768372,0.129999995231628,1,0,0
4406,587722984432402552,198.1529,0.9144167,0.136999994516373,0.862999975681305,0,1,0
4407,587722984432402584,198.213,1.001806,0.958000004291534,0.0419999994337559,1,0,0
4408,587722984432402603,198.2189,1.019806,0.873000025749207,0.112999998033047,1,0,0
4409,587722984432402610,198.2281,1.035972,0.912000000476837,0.028999999165535,1,0,0
4410,587722984432402632,198.2335,0.9411666,0.0240000002086163,0.976000010967255,0,1,0
4411,587722984432402655,198.2646,0.9803056,0.0540000014007092,0.945999979972839,0,1,0
4412,587722984432402657,198.2654,1.002972,0.771000027656555,0.0829999968409538,1,0,0
4413,587722984432402723,198.2402,0.8598889,0.777999997138977,0.0560000017285347,1,0,0
4414,587722984432402726,198.2528,0.84125,0.762000024318695,0.063000001013279,1,0,0
4415,587722984432468136,198.3486,0.9585,0.897000014781952,0.0769999995827675,1,0,0
4416,587722984432468152,198.3544,0.9206945,0.808000028133392,0.0379999987781048,1,0,0
4417,587722984432533627,198.4676,1.007222,0.893999993801117,0.0350000001490116,1,0,0
4418,587722984432599180,198.6104,0.9089167,0.884999990463257,0.115000002086163,1,0,0
4419,587722984432599262,198.6115,0.9718056,0.837999999523163,0.0270000007003546,1,0,0
4420,587722984432664715,198.828,0.96225,0.846000015735626,0.0379999987781048,1,0,0
4421,587722984432664727,198.8391,0.9614722,0.820999979972839,0.179000005125999,1,0,0
4422,587722984432730190,198.8872,0.9439445,0.811999976634979,0.0939999967813492,1,0,0
4423,587722984432730286,198.9988,0.9417222,0.0,1.0,0,1,0
4424,587722984432795748,199.0839,0.8632778,0.922999978065491,0.0379999987781048,1,0,0
4425,587722984432795768,199.1006,0.8596666,0.962999999523163,0.0370000004768372,1,0,0
4426,587722984432795777,199.1075,0.941,0.792999982833862,0.207000002264977,1,0,0
4427,587722984432795802,199.1491,0.8697778,0.89300000667572,0.0710000023245811,1,0,0
4428,587722984432795803,199.1357,0.87025,0.939000010490417,0.0149999996647239,1,0,0
4429,587722984432795828,199.1442,0.9545278,0.876999974250793,0.104999996721745,1,0,0
4430,587722984432795842,199.1518,0.8588611,0.879000008106232,0.090999998152256,1,0,0
4431,587722984432861243,199.2955,0.9135556,0.0,1.0,0,1,0
4432,587722984432861322,199.2516,0.9254444,0.955999970436096,0.0160000007599592,1,0,0
4433,587722984432861351,199.2777,0.9823334,0.111000001430511,0.851999998092651,0,1,0
4434,587722984432861369,199.3005,0.9855555,0.76800000667572,0.0719999969005585,1,0,0
4435,587722984432926848,199.343,1.0415,0.764999985694885,0.0879999995231628,1,0,0
4436,587722984432992374,199.5189,0.9395278,0.882000029087067,0.0879999995231628,1,0,0
4437,587722984432992401,199.542,0.9857222,0.931999981403351,0.0329999998211861,1,0,0
4438,587722984432992424,199.5481,1.026861,0.808000028133392,0.19200000166893,1,0,0
4439,587722984432992441,199.5622,0.8708056,0.880999982357025,0.0769999995827675,1,0,0
4440,587722984432992465,199.5925,0.9792222,0.805000007152557,0.0489999987185001,1,0,0
4441,587722984432992471,199.6008,0.9495,0.837999999523163,0.103000000119209,1,0,0
4442,587722984432992478,199.6061,0.9032778,0.0670000016689301,0.933000028133392,0,1,0
4443,587722984432992497,199.5165,0.8973611,0.810000002384186,0.0469999983906746,1,0,0
4444,587722984433057983,199.7537,0.9966944,0.160999998450279,0.83899998664856,0,1,0
4445,587722984433188886,199.9662,1.014806,0.123999997973442,0.762000024318695,0,1,0
4446,587722984433189030,200.0231,1.027111,0.758000016212463,0.151999995112419,1,0,0
4447,587722984433254487,200.0935,0.9695833,0.842000007629395,0.104999996721745,1,0,0
4448,587722984433254582,200.212,0.9974167,0.824000000953674,0.0590000003576279,1,0,0
4449,587722984433320046,200.2895,0.8438056,0.91100001335144,0.0439999997615814,1,0,0
4450,587722984433451186,200.6259,0.891,0.90200001001358,0.0199999995529652,1,0,0
4451,587722984433516661,200.6958,1.021389,0.833000004291534,0.125,1,0,0
4452,587722984433516760,200.8163,1.006278,0.0689999982714653,0.897000014781952,0,1,0
4453,587722984433582118,200.88,1.002472,0.890999972820282,0.0489999987185001,1,0,0
4454,587722984433582198,200.8409,0.9220278,0.0430000014603138,0.957000017166138,0,1,0
4455,587722984433582242,200.9108,1.028917,0.796000003814697,0.116999998688698,1,0,0
4456,587722984433582251,200.9179,1.042056,0.754000008106232,0.0529999993741512,1,0,0
4457,587722984433582268,200.9385,1.042056,0.0320000015199184,0.875999987125397,0,1,0
4458,587722984433582286,200.9455,0.8930278,0.758000016212463,0.211999997496605,1,0,0
4459,587722984433582292,200.9535,1.042278,0.894999980926514,0.0529999993741512,1,0,0
4460,587722984433582306,200.9586,1.005306,0.781000018119812,0.156000003218651,1,0,0
4461,587722984433713323,201.1747,0.8428611,0.824999988079071,0.0350000001490116,1,0,0
4462,587722984433713325,201.1779,0.9178611,0.172999992966652,0.827000021934509,0,1,0
4463,587722984433713331,201.1795,0.9785556,0.852999985218048,0.146999999880791,1,0,0
4464,587722984433713372,201.2256,0.9038056,0.861999988555908,0.034000001847744,1,0,0
4465,587722984433778829,201.4097,0.8556945,0.119000002741814,0.820999979972839,0,1,0
4466,587722984433844467,201.5556,0.9410555,0.865000009536743,0.0270000007003546,1,0,0
4467,587722984433975439,201.8108,0.9769444,0.75900000333786,0.207000002264977,1,0,0
4468,587722984434040969,201.9406,0.9906389,0.787000000476837,0.0850000008940697,1,0,0
4469,587722984434040972,201.9422,0.9678333,0.935999989509583,0.025000000372529,1,0,0
4470,587722984434040973,201.9566,0.9660278,0.952000021934509,0.0480000004172325,1,0,0
4471,587722984434040991,201.9544,0.9904444,0.108000002801418,0.783999979496002,0,1,0
4472,587722984434040992,201.9535,0.9889445,0.0979999974370003,0.755999982357025,0,1,0
4473,587722984434106455,202.027,0.9627778,0.0359999984502792,0.89300000667572,0,1,0
4474,587722984434106505,202.0789,0.9075834,0.907999992370605,0.046000000089407,1,0,0
4475,587722984434237545,202.4111,0.9215834,0.755999982357025,0.122000001370907,1,0,0
4476,587722984434303125,202.5107,0.9080278,0.804000020027161,0.136999994516373,1,0,0
4477,587722984434368827,202.6991,0.887,0.777999997138977,0.0370000004768372,1,0,0
4478,587722984434434189,202.7977,1.000889,0.791000008583069,0.0700000002980232,1,0,0
4479,587722984434434229,202.8627,0.8830278,0.229000002145767,0.771000027656555,0,1,0
4480,587722984434499781,203.0225,0.8853056,0.75900000333786,0.207000002264977,1,0,0
4481,587722984434565297,203.1619,0.8704722,0.0149999996647239,0.985000014305115,0,1,0
4482,587722984434630798,203.2249,0.9066389,0.181999996304512,0.787999987602234,0,1,0
4483,587722984434630809,203.2535,0.9666944,0.870999991893768,0.0659999996423721,1,0,0
4484,587722984434761908,203.6053,1.005,0.800000011920929,0.0799999982118607,1,0,0
4485,587722984434761923,203.6228,0.8663611,0.805999994277954,0.111000001430511,1,0,0
4486,587722984435024080,204.2653,0.8578889,0.825999975204468,0.0430000014603138,1,0,0
4487,587722984435155205,204.5545,0.9643056,0.879000008106232,0.0350000001490116,1,0,0
4488,587722984435286220,204.7891,1.0285,0.104999996721745,0.894999980926514,0,1,0
4489,587722984435351614,204.9705,0.8400277,0.0,0.189999997615814,0,0,1
4490,587722984435548321,205.3889,1.010361,0.0320000015199184,0.967999994754791,0,1,0
4491,587722984435613846,205.5229,0.9347222,0.0280000008642673,0.964999973773956,0,1,0
4492,587722984435613902,205.5814,0.8533611,0.828000009059906,0.172000005841255,1,0,0
4493,587722984435679498,205.7375,0.9512778,0.882000029087067,0.0780000016093254,1,0,0
4494,587722984435679527,205.763,0.9578889,0.773999989032745,0.0320000015199184,1,0,0
4495,587722984435679572,205.7565,1.030333,0.0329999998211861,0.967000007629395,0,1,0
4496,587722984435810470,205.9432,0.9791389,0.808000028133392,0.0769999995827675,1,0,0
4497,587722984435941729,206.35,0.9795278,0.769999980926514,0.0659999996423721,1,0,0
4498,587722984436072714,206.6559,0.9308333,0.899999976158142,0.0670000016689301,1,0,0
4499,587722984436203689,206.8792,1.021222,0.130999997258186,0.869000017642975,0,1,0
4500,587722984436269067,206.9766,0.9099166,0.108999997377396,0.181999996304512,0,0,1
4501,587722984436334687,207.2229,0.9619445,0.158999994397163,0.181999996304512,0,0,1
4502,587722984436334794,207.2216,0.9977222,0.967000007629395,0.0179999992251396,1,0,0
4503,587722984436400355,207.3846,0.9289722,0.865000009536743,0.0540000014007092,1,0,0
4504,587722984436531486,207.6814,1.012833,0.166999995708466,0.833000004291534,0,1,0
4505,587722984436531534,207.6554,0.94225,0.75900000333786,0.0689999982714653,1,0,0
4506,587722984436596911,207.7574,0.8411667,0.962000012397766,0.0,1,0,0
4507,587722984436596969,207.827,0.9869167,0.814999997615814,0.0740000009536743,1,0,0
4508,587722984436596995,207.8515,1.013361,0.843999981880188,0.0,1,0,0
4509,587722984436662349,207.9401,0.9441111,0.869000017642975,0.0160000007599592,1,0,0
4510,587722984436662531,207.9833,0.9847777,0.771000027656555,0.14300000667572,1,0,0
4511,587722984436728026,208.0363,1.038333,0.767000019550323,0.11599999666214,1,0,0
4512,587722984436728057,208.0712,0.8572222,0.157000005245209,0.828000009059906,0,1,0
4513,587722984436728111,208.144,0.9703333,0.808000028133392,0.115000002086163,1,0,0
4514,587722984436859079,208.3599,0.8673889,0.931999981403351,0.0230000000447035,1,0,0
4515,587722984436924541,208.5212,0.8556111,0.894999980926514,0.0179999992251396,1,0,0
4516,587722984436990089,208.6343,0.8852222,0.0329999998211861,0.967000007629395,0,1,0
4517,587722984437055632,208.7851,0.9316667,0.112999998033047,0.887000024318695,0,1,0
4518,587722984437055695,208.8763,0.9426944,0.938000023365021,0.0309999994933605,1,0,0
4519,587722984437121226,209.0412,0.8847778,0.83899998664856,0.0320000015199184,1,0,0
4520,587722984437186608,209.1196,1.047111,0.0,0.0480000004172325,0,0,1
4521,587722984437186609,209.1202,1.046528,0.00700000021606684,0.0130000002682209,0,0,1
4522,587722984437186614,209.1215,1.045167,0.00499999988824129,0.00499999988824129,0,0,1
4523,587722984437252284,209.3295,1.015194,0.773000001907349,0.181999996304512,1,0,0
4524,587722984437317788,209.4243,1.013833,0.935000002384186,0.0320000015199184,1,0,0
4525,587722984437317789,209.4265,1.003139,0.941999971866608,0.0209999997168779,1,0,0
4526,587722984437383409,209.6053,0.9828889,0.897000014781952,0.034000001847744,1,0,0
4527,587722984437579948,210.0045,0.8430833,0.175999999046326,0.764999985694885,0,1,0
4528,587722984437711036,210.3485,0.9613889,0.777999997138977,0.222000002861023,1,0,0
4529,587722984437973172,210.9518,0.9074722,0.810999989509583,0.188999995589256,1,0,0
4530,587722984438038540,211.0155,0.8965278,0.0260000005364418,0.955999970436096,0,1,0
4531,587722984438038758,211.067,0.8747778,0.901000022888184,0.0299999993294477,1,0,0
4532,587722984438038800,211.1241,0.9044445,0.89300000667572,0.063000001013279,1,0,0
4533,587722984438038870,211.1195,0.9700834,0.796000003814697,0.0560000017285347,1,0,0
4534,587722984438104266,211.2502,0.8468611,0.137999996542931,0.103000000119209,0,0,1
4535,587722984438104267,211.2507,0.8484167,0.0970000028610229,0.225999996066093,0,0,1
4536,587722984438169769,211.3655,0.9483611,0.773999989032745,0.12899999320507,1,0,0
4537,587722984438169838,211.3463,0.9435,0.0,0.89300000667572,0,1,0
4538,587722984438300866,211.62,0.8701111,0.0,1.0,0,1,0
4539,587722984438300904,211.6605,0.9005278,0.882000029087067,0.0579999983310699,1,0,0
4540,587722984438300921,211.6823,1.002611,0.777999997138977,0.222000002861023,1,0,0
4541,587722984438300981,211.7358,1.012111,0.810999989509583,0.188999995589256,1,0,0
4542,587722984438366698,211.786,1.024278,0.773999989032745,0.0,1,0,0
4543,587722984438497466,212.1178,1.029778,0.870000004768372,0.0430000014603138,1,0,0
4544,587722984438628396,212.4326,0.9233333,0.873000025749207,0.0729999989271164,1,0,0
4545,587722984438628590,212.3979,0.9945,0.17399999499321,0.782999992370605,0,1,0
4546,587722984438759681,212.7428,0.8669167,0.85699999332428,0.063000001013279,1,0,0
4547,587722984438759698,212.7518,0.93575,0.846000015735626,0.0,1,0,0
4548,587722984438759717,212.7717,0.9427778,0.767000019550323,0.166999995708466,1,0,0
4549,587722984439021688,213.2653,0.9810833,0.0320000015199184,0.967999994754791,0,1,0
4550,587722984439021710,213.311,0.9177222,0.843999981880188,0.0670000016689301,1,0,0
4551,587722984439021745,213.3657,0.9153333,0.83899998664856,0.0970000028610229,1,0,0
4552,587722984439021761,213.2579,0.9856667,0.800000011920929,0.028999999165535,1,0,0
4553,587722984439087352,213.4857,0.8964167,0.762000024318695,0.0949999988079071,1,0,0
4554,587722984439152819,213.6673,0.88575,0.843999981880188,0.061999998986721,1,0,0
4555,587722984439152827,213.6766,0.87125,0.805999994277954,0.111000001430511,1,0,0
4556,587722984439218307,213.7266,0.9350278,0.814999997615814,0.111000001430511,1,0,0
4557,587722984439218350,213.7787,0.9430556,0.757000029087067,0.135000005364418,1,0,0
4558,587722984439218362,213.7982,0.9358333,0.935000002384186,0.0649999976158142,1,0,0
4559,587722984439218391,213.8265,0.9879444,0.814999997615814,0.111000001430511,1,0,0
4560,587722984439218446,213.7041,0.8816944,0.805999994277954,0.0320000015199184,1,0,0
4561,587722984439283932,213.9128,0.9936111,0.757000029087067,0.0540000014007092,1,0,0
4562,587722984439349275,214.005,1.0395,0.791999995708466,0.0750000029802322,1,0,0
4563,587722984439349532,214.0291,0.891,0.767000019550323,0.140000000596046,1,0,0
4564,587722984439414972,214.1728,0.9856389,0.922999978065491,0.0379999987781048,1,0,0
4565,587722984439414978,214.1996,0.9114444,0.0,1.0,0,1,0
4566,587722984439480492,214.332,0.85175,0.866999983787537,0.0670000016689301,1,0,0
4567,587722984439545906,214.5621,0.8910834,0.0,1.0,0,1,0
4568,587722984439545987,214.5168,0.9069722,0.171000003814697,0.771000027656555,0,1,0
4569,587722984439546004,214.5697,0.98625,0.792999982833862,0.172000005841255,1,0,0
4570,587722984439611576,214.7157,0.9013333,0.912999987602234,0.0430000014603138,1,0,0
4571,587722984439611593,214.7182,0.8885,0.755999982357025,0.142000004649162,1,0,0
4572,587722984439611638,214.6564,0.9723889,0.851999998092651,0.0740000009536743,1,0,0
4573,587722984439742532,215.0261,1.028583,0.175999999046326,0.794000029563904,0,1,0
4574,587722984439742615,214.9937,0.9920833,0.848999977111816,0.0379999987781048,1,0,0
4575,587722984439742653,215.0339,0.9806666,0.768999993801117,0.0769999995827675,1,0,0
4576,587722984439742663,215.0363,0.9897222,0.862999975681305,0.0780000016093254,1,0,0
4577,587722984439808103,215.0676,0.8558056,0.907000005245209,0.0469999983906746,1,0,0
4578,587722984439808125,215.0805,0.9356945,0.820999979972839,0.0710000023245811,1,0,0
4579,587722984439808203,215.1485,0.9938889,0.777999997138977,0.222000002861023,1,0,0
4580,587722984439808238,215.1693,1.017917,0.930999994277954,0.0520000010728836,1,0,0
4581,587722984439873717,215.2715,0.8529444,0.852999985218048,0.0560000017285347,1,0,0
4582,587722984439873754,215.3086,0.9648889,0.848999977111816,0.0939999967813492,1,0,0
4583,587722984439939263,215.407,0.8446389,0.885999977588654,0.028999999165535,1,0,0
4584,587722984439939285,215.4203,1.023417,0.879000008106232,0.0299999993294477,1,0,0
4585,587722984439939301,215.4342,0.8525,0.811999976634979,0.061999998986721,1,0,0
4586,587722984439939338,215.4659,1.025222,0.12899999320507,0.805999994277954,0,1,0
4587,587722984439939350,215.4872,0.9283889,0.938000023365021,0.0240000002086163,1,0,0
